,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0,7.036752103833548,204.8904554713363,20791.318980747023,7.300211873184757,368.51644134980336,564.3086541722439,10.3797830780847,86.9909704615088,2.9631353806316407,0
1,3.71608007538699,129.42292051494425,18630.057857970347,6.635245883862,333.073545745888,592.8853591348523,15.18001311635726,56.32907628451764,4.500656274942408,0
2,8.099124189298397,224.23625939355776,19909.541732292393,9.275883602694089,333.073545745888,418.6062130644815,16.868636929550973,66.42009251176368,3.0559337496641685,0
3,8.316765884214679,214.37339408562252,22018.417440775294,8.05933237743854,356.88613564305666,363.2665161642437,18.436524495493305,100.34167436508008,4.628770536837084,0
4,9.092223456290965,181.10150923612525,17978.98633892625,6.546599974207941,310.13573752420444,398.41081338184466,11.558279443446397,31.997992727424737,4.075075425430034,0
5,5.584086638456089,188.3133237696164,28748.68773904612,7.54486878877965,326.6783629116736,280.4679159334877,8.399734640152758,54.917861841994466,2.5597082275565217,0
6,10.223862164528772,248.07173527013992,28749.716543528233,7.5134084658313025,393.66339551509645,283.6516335078445,13.789695317519886,84.60355617402357,2.672988736934779,0
7,8.635848718500734,203.36152258457057,13672.091763901635,4.563008685599703,303.3097711592812,474.6076449424486,12.36381669870525,62.798308962925155,4.401424715445482,0
8,7.036752103833548,118.98857909025187,14285.583854224516,7.804173553073094,268.646940746221,389.3755658712614,12.70604896865791,53.92884576751224,3.5950171809576155,0
9,11.180284470721592,227.23146923797455,25484.50849098786,9.077200016914391,404.0416346840899,563.8854814810949,17.92780641128502,71.97660103221915,4.370561936655497,0
10,7.360640105838258,165.52079725952862,32452.614409143884,7.550700906704114,326.62435345560164,425.3834194953874,15.586810438033126,78.74001566430479,3.6622917828524577,0
11,7.974521648923869,218.69330048866644,18767.65668181348,8.110384501123875,333.073545745888,364.09823046204866,14.525745697593209,76.48591117965157,4.011718108339787,0
12,7.119824384264552,156.70499334039215,18730.813653342713,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,0
